tanggal,tahun,bulan,week,nama_provinsi,nama_kota,nama_kecamatan,hospitalized,self_isolation,recovered,recovered_delta,total_deaths,total_deaths_delta,total_cases,total_cases_delta,recovery_rate,mortality_rate
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,26,64,3079,114,48,1,3217,106,0.17998480154322791,2.8058689425381421E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,37,56,3333,152,91,5,3517,111,0.16559844984349381,4.521289809708352E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,90,125,7798,345,143,7,8156,273,0.20359250169703932,3.733486502010339E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA PUSAT,MENTENG,20,31,2613,86,53,3,2717,59,0.18381990854730917,3.7284558564896235E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,40,64,3163,128,61,1,3328,119,0.18384190642255158,3.5454809648358034E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA PUSAT,SENEN,46,55,3549,177,73,4,3723,154,0.16477088072798179,3.3892009842611077E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,63,77,4760,205,93,3,4993,186,0.18299950021144901,3.5754104032909152E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,77,148,6083,299,88,9,6396,246,0.16543827680926868,2.3933204601702522E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,97,283,8619,541,136,12,9135,511,0.20317288199519118,3.2058837395690914E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,44,84,4909,296,75,5,5112,187,0.16871734946384384,2.5776739070662632E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,85,114,7332,458,131,9,7662,263,0.1982264518222126,3.5416891964961611E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,40,70,4752,316,81,5,4943,156,0.19521814148385508,3.327581957111166E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,59,92,4808,293,73,6,5032,209,0.19417632567343807,2.9481846452081902E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,107,260,8634,526,156,14,9157,469,0.18745929045985496,3.3870337400668722E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,64,128,5788,361,91,5,6071,248,0.16675790140885649,2.6217983808234173E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,61,50,4189,177,74,5,4374,168,0.17716968364066993,3.1297580781593638E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA SELATAN,TEBET,65,97,5994,321,119,4,6275,213,0.20440594734688311,0.00405810939844496
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,131,241,9431,452,169,12,9972,443,0.21111658309455589,3.7831303724928365E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,109,277,7806,374,88,10,8280,419,0.20088010499498185,2.2645976479065337E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,96,237,6994,440,120,7,7447,388,0.16966256701356039,2.9109962884797322E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,172,275,10861,666,224,15,11532,539,0.21950726570868448,4.5271731441621698E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,86,174,6999,333,125,12,7384,358,0.23200848609407632,4.1436006231975334E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,99,295,7462,336,148,10,8004,405,0.19837830652665162,3.9346005582879167E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,72,146,6744,400,112,8,7074,259,0.233251478573652,3.8736900356241138E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,70,145,4991,220,111,7,5317,259,0.18704092339979014,4.1597961325138657E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,72,264,6037,328,99,10,6472,329,0.21356303947926986,3.5021932927692088E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,108,167,7447,424,135,6,7857,338,0.20014513007955279,3.6282519888196085E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA UTARA,CILINCING,72,82,6360,290,114,5,6628,177,0.18086679558639518,3.2419519963599137E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,54,63,4539,184,72,3,4728,122,0.16059298046985565,2.5474101330314179E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA UTARA,KOJA,94,123,6874,241,128,10,7219,213,0.22041941897005066,4.1044058231257613E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,35,74,3727,262,66,5,3902,121,0.15179407811672707,2.688062558546817E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,160,99,5818,257,83,2,6160,272,0.15479991485738612,2.2083865474670072E-3
2021-02-27,2021,February,4,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,159,192,9777,417,166,12,10294,363,0.17143308025459839,2.9106976907296031E-3
2021-02-27,2021,February,4,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU SELATAN,1,1,208,2,2,0,212,2,6.7885117493472591E-2,6.5274151436031332E-4
2021-02-27,2021,February,4,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU UTARA,0,1,287,4,4,2,292,-1,0.10493601462522852,1.4625228519195613E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,103,106,10689,467,225,6,11123,373,0.20183538208803037,4.2485696482184327E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,81,103,6586,255,136,10,6906,257,0.19132556720797142,3.9508468175347882E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA BARAT,KALI DERES,76,75,6241,308,120,6,6512,274,0.16530698733908991,3.1784711553742651E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,83,96,8708,401,162,8,9049,346,0.19978433936724252,3.716704521990502E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,72,86,7510,282,101,7,7769,273,0.21051746369905253,2.8311935863654203E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA BARAT,PALMERAH,63,84,6441,199,144,3,6732,191,0.17828770725496165,3.9859384947546154E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,49,44,3148,136,51,2,3292,141,0.19066077160680758,3.088849857670644E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA BARAT,TAMBORA,99,68,4772,267,103,6,5042,251,0.18715193348497922,4.0395325123539104E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,44,55,4079,179,65,4,4243,171,0.16221912905150129,2.5850069596341221E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,21,32,3193,114,49,1,3295,78,0.18042606091427926,2.7688308752895972E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,15,67,3459,126,93,2,3634,117,0.16669879518072289,4.4819277108433739E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,63,78,8094,296,145,2,8380,224,0.20353047676523839,3.6461476564071615E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA PUSAT,MENTENG,19,34,2680,67,57,4,2790,73,0.18022864828513785,3.8332212508406186E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,32,35,3323,160,65,4,3455,127,0.18407932639042765,3.6007090627077332E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA PUSAT,SENEN,34,51,3662,113,77,4,3824,101,0.16307445671535448,3.4289276807980048E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,46,66,4922,162,97,4,5131,138,0.18325328567705423,3.6114523995681149E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,45,97,6400,317,102,14,6644,248,0.16645859342488556,2.6529338327091136E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,83,169,9182,563,152,16,9586,451,0.20399457910288596,3.3769523005487546E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,30,67,5071,162,80,5,5248,136,0.16883635758282003,2.663559180955552E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,59,129,7582,250,145,14,7915,253,0.19625708591100871,3.7532679315611006E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,23,62,4890,138,87,6,5062,119,0.1951161120421355,3.4713909504429014E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,39,97,5017,209,80,7,5233,201,0.19459312698782097,3.1029400356838103E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,79,167,9138,504,165,9,9549,392,0.19035120609923759,3.4370703662042245E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,42,147,6073,285,95,4,6357,286,0.16851656584716132,2.6361063322048947E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,40,92,4355,166,78,4,4565,191,0.17621591001052037,3.1561058509346927E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA SELATAN,TEBET,42,61,6272,278,125,6,6500,225,0.20581479293824242,4.1018573209949463E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,62,118,9879,448,180,11,10239,267,0.21454166395204899,3.9090494494755362E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,79,180,8252,446,95,7,8606,326,0.20455108819592485,2.3548658965842051E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,71,95,7401,407,130,10,7697,250,0.17300544659762968,3.0388742139834967E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,105,180,11424,563,239,15,11948,416,0.21629809148742804,4.5251438957891552E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,36,89,7340,341,134,9,7599,215,0.2339293112789623,4.2706441023679766E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,69,131,7951,489,155,7,8306,302,0.20325161686137172,3.9622689741557809E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,58,117,7031,287,116,4,7322,248,0.2347109093336894,3.8723461076245161E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,30,81,5260,269,116,5,5487,170,0.19089094538196336,4.2097622935946292E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,91,101,6431,394,118,19,6741,269,0.21819230508244555,4.0035285336228544E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,96,140,7800,353,143,8,8179,322,0.20090148100450742,3.6831938184159691E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA UTARA,CILINCING,58,83,6564,204,124,10,6829,201,0.18128590366769776,3.4246575342465752E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,46,47,4688,149,75,3,4856,128,0.16096690015107815,2.5751957148743305E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA UTARA,KOJA,57,75,7168,294,131,3,7431,212,0.22240838995935339,4.0646622606968878E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,29,74,3884,157,71,5,4058,156,0.15308817153442908,2.7984706948878642E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,130,75,6174,356,89,6,6468,308,0.15739961759082219,2.2689611217335884E-3
2021-03-06,2021,March,1,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,85,195,10216,439,178,12,10674,380,0.17349954145579294,3.022995142828029E-3
2021-03-06,2021,March,1,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU SELATAN,0,0,227,19,3,1,230,18,7.0760598503740654E-2,9.3516209476309225E-4
2021-03-06,2021,March,1,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU UTARA,4,2,290,3,4,0,300,8,0.10357142857142858,1.4285714285714286E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,84,87,10985,296,229,4,11385,262,0.20209732315334375,4.2130438782080762E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,112,84,6811,225,144,8,7151,245,0.18885345903230277,3.9927907943990018E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA BARAT,KALI DERES,55,58,6443,202,129,9,6685,173,0.16573633440514468,3.3183279742765273E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,110,76,8963,255,165,3,9314,265,0.19891256102973812,3.6617842876165113E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,96,96,7741,231,107,6,8040,271,0.20931804661727327,2.8932994429722567E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA BARAT,PALMERAH,59,59,6642,201,153,9,6913,181,0.1789428309714963,4.1219893313217308E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,37,48,3271,123,52,1,3408,116,0.19158905874773033,3.0457447431617175E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA BARAT,TAMBORA,86,47,4954,182,106,3,5193,151,0.1878151419797551,0.00401865261401979
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,44,57,4219,140,66,1,4386,143,0.1631982051678787,2.5529939656506267E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,26,29,3259,66,55,6,3369,74,0.17916437603078614,3.0236393622869707E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,36,49,3556,97,95,2,3736,102,0.16624590930341282,4.4413277232351568E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,102,142,8273,179,153,8,8670,290,0.19851229754049191,3.6712657468506299E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA PUSAT,MENTENG,21,16,2745,65,59,2,2841,51,0.17915415742070226,3.8506722360005219E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,37,50,3408,85,66,1,3561,106,0.17925520723753419,3.4714916894592889E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA PUSAT,SENEN,40,48,3780,118,80,3,3948,124,0.16270661157024793,3.4435261707988982E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,40,37,5060,138,106,9,5243,112,0.18370607028753994,3.8483880336915481E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,47,119,6662,262,107,5,6935,291,0.16467273086810361,2.6448487245402412E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,93,202,9487,305,166,14,9948,362,0.20365361497509873,3.5634552636098233E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,43,78,5199,128,82,2,5402,154,0.16758533990909971,2.6432002062985525E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,78,76,7873,291,152,7,8179,264,0.19564623145548074,3.777242116249596E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,35,83,5004,114,91,4,5213,151,0.19405126614185442,3.5289099158490713E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,47,116,5217,200,86,6,5466,233,0.19490417304890351,3.2129114207793178E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,80,140,9526,388,176,11,9922,373,0.1918784997784313,3.5450993030657053E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,45,101,6346,273,101,6,6593,236,0.17077043136621728,2.7179031780630229E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,60,50,4511,156,78,0,4699,134,0.17566199376947039,3.0373831775700934E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA SELATAN,TEBET,60,116,6445,173,127,2,6748,248,0.20392988229338058,4.018478673585622E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,101,104,10115,236,183,3,10503,264,0.21364903683676917,3.865326123690436E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,84,174,8569,317,100,5,8927,321,0.20235677513814765,2.3614981344164737E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,87,172,7626,225,135,5,8020,323,0.17254564789465349,3.0545059619431184E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,140,172,11831,407,251,12,12394,446,0.21306751670358565,4.5203234462513732E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,63,113,7537,197,148,14,7861,262,0.23079278562023456,4.5319533331291909E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,81,181,8193,242,163,8,8618,312,0.20243125046327182,4.0273762755417188E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,91,127,7250,219,121,5,7589,267,0.23025375551815036,3.842855781751199E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,46,101,5404,144,119,3,5670,183,0.19024149827501233,4.1892557910300637E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,98,173,6633,202,125,7,7029,288,0.2114575363427697,3.9849528181586328E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,81,114,8110,310,151,8,8456,277,0.19993097327679715,3.7225125727245833E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA UTARA,CILINCING,78,66,6714,150,136,12,6994,165,0.18024161073825504,3.6510067114093958E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,54,80,4806,118,80,5,5020,164,0.15992280047916943,2.662052442433116E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA UTARA,KOJA,66,83,7315,147,135,4,7599,168,0.22080352561200156,4.0749796251018742E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,20,33,4020,136,74,3,4147,89,0.15510456053707847,2.8551585770506985E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,88,54,6433,259,96,7,6671,203,0.15844827586206897,2.3645320197044333E-3
2021-03-13,2021,March,2,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,100,124,10594,378,182,4,11000,326,0.1752087984784586,0.00301000578847267
2021-03-13,2021,March,2,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU SELATAN,0,6,229,2,3,0,238,8,7.0030581039755346E-2,9.1743119266055051E-4
2021-03-13,2021,March,2,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU UTARA,0,0,292,2,4,0,296,-4,0.10369318181818182,1.4204545454545455E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,139,117,11225,240,235,6,11716,331,0.20063990276337898,4.2004790333535907E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,107,81,7050,239,151,7,7389,238,0.18796992481203006,4.0260225030661762E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA BARAT,KALI DERES,88,45,6639,196,132,3,6904,219,0.16685096757979392,3.3174164362905251E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,97,69,9235,272,169,4,9570,256,0.19870043247197539,3.6362071562278117E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,90,54,7991,250,108,1,8243,203,0.21000762135029302,2.8382959711965518E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA BARAT,PALMERAH,61,47,6816,174,156,3,7080,167,0.17793557145094763,4.072469064898449E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,50,32,3380,109,52,0,3514,106,0.19111161370575597,2.9401786723962458E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA BARAT,TAMBORA,77,33,5093,139,109,3,5312,119,0.18621572212065812,3.9853747714808044E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,57,47,4363,144,67,1,4534,148,0.16362886288628864,2.5127512751275129E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,34,34,3330,71,56,1,3454,85,0.17834190231362468,2.9991431019708655E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,38,66,3668,112,96,1,3868,132,0.16562810439808542,4.334868599295584E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,101,62,8586,313,158,5,8907,237,0.19585747524978328,3.6041790227656369E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA PUSAT,MENTENG,37,11,2804,59,62,3,2914,73,0.17691967947504575,3.9119187330430944E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,40,34,3515,107,68,2,3657,96,0.17767780417530202,3.4372946469190717E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA PUSAT,SENEN,48,27,3903,123,81,1,4059,111,0.16317571804841338,3.3864291985450895E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,65,19,5157,97,106,0,5347,104,0.18292423382519865,3.7599318955732122E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,58,92,6882,220,109,2,7141,206,0.16192179191567455,2.5645851959907769E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,103,152,9952,465,171,5,10378,430,0.20560284274026941,3.5327658871167674E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,38,70,5377,178,86,4,5571,169,0.1682257610361981,2.6906110189907082E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,83,76,8092,219,155,3,8406,227,0.19266666666666668,3.6904761904761906E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,29,70,5152,148,93,2,5344,131,0.19433442721889027,3.5079778205273282E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,60,74,5418,201,88,2,5640,174,0.19579358196010407,3.1801098583405609E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,83,134,9824,298,180,4,10221,299,0.19196498358605596,3.5172737220572144E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,57,54,6537,191,104,3,6752,159,0.17134544310765118,2.7260098031506382E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,46,29,4657,146,80,2,4812,113,0.17555036188178527,3.0156815440289505E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA SELATAN,TEBET,67,88,6703,258,131,4,6989,241,0.20472801685959499,4.0010995388045567E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,97,101,10390,275,189,6,10777,274,0.21309323598178762,3.876286968292383E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,82,198,8903,334,103,3,9286,359,0.20168086263138818,2.3332729249728162E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,141,302,7925,299,142,7,8510,490,0.1717747529044564,3.077856771284897E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,107,198,12167,336,265,14,12737,343,0.21041072200605274,4.5827929096411589E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,49,126,7747,210,154,6,8076,215,0.22819523402751185,4.5362160888391409E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,95,163,8522,329,167,4,8947,329,0.20275028549676438,3.9731633041492197E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,84,90,7521,271,125,4,7820,231,0.22699423535448043,3.7726737693538166E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,42,102,5561,157,121,2,5826,156,0.18927842069434989,4.1184479237576579E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,102,86,6952,319,131,6,7271,242,0.21368414581668407,4.0265568328517855E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,116,146,8354,244,157,6,8773,317,0.19751276716474372,3.7119349347456026E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA UTARA,CILINCING,67,59,6898,184,138,2,7162,168,0.18004802672791814,3.6020045938609311E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,70,75,4979,173,82,2,5206,186,0.16098680807035695,2.6513191929643043E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA UTARA,KOJA,77,68,7512,197,138,3,7795,196,0.22047428973937544,4.0502465367457151E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,50,59,4149,129,74,0,4332,185,0.15590125126817719,2.7805959493480631E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,95,67,6658,225,97,1,6917,246,0.15788475219350248,2.3002134218638843E-3
2021-03-20,2021,March,3,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,104,90,10998,404,190,8,11382,382,0.17742716097183234,3.0652082728358015E-3
2021-03-20,2021,March,3,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU SELATAN,0,0,234,5,3,0,237,-1,7.0973612374886266E-2,9.099181073703367E-4
