tanggal,tahun,bulan,week,nama_provinsi,nama_kota,nama_kecamatan,hospitalized,self_isolation,recovered,recovered_delta,total_deaths,total_deaths_delta,total_cases,total_cases_delta,recovery_rate,mortality_rate
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,620,654,14206,560,314,21,15794,1051,0.18271852652158255,4.0386890981118483E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,290,333,8826,244,182,4,9631,522,0.16493496785767678,3.4011062939153834E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA BARAT,KALI DERES,308,387,8581,271,169,9,9445,603,0.15568416851119415,3.066148989440836E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,331,543,11274,390,214,12,12362,731,0.17331816504734965,3.2898782437584552E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,272,546,9745,312,148,8,10711,698,0.18297033420953812,2.7788208787082238E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA BARAT,PALMERAH,177,417,8257,274,188,5,9039,471,0.15973149169133152,3.6368560540111813E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,130,122,4108,76,79,9,4439,201,0.15137445648168621,2.911047240032427E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA BARAT,TAMBORA,220,260,6329,229,144,7,6953,382,0.15893623967253459,3.6161824163130005E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,113,194,5243,118,95,4,5645,249,0.1431066954172012,2.5930070693561155E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,190,190,4114,153,74,4,4568,352,0.13297133068295677,2.3918032257021883E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,93,162,4361,151,112,0,4728,224,0.14442310239766856,3.7091005431182937E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,261,444,10529,313,206,10,11440,625,0.16404144270468177,3.2094726182129783E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA PUSAT,MENTENG,60,137,3370,62,73,2,3640,137,0.13454167997444905,2.9144043436601726E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,123,214,4274,85,94,8,4705,279,0.13481374002460336,2.9650190833675045E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA PUSAT,SENEN,128,214,4655,107,102,2,5099,285,0.14409980188211985,3.1575037147102527E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,123,244,6158,174,129,3,6654,310,0.14417156369255263,3.0201577973918946E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,147,366,8827,217,150,6,9490,460,0.12753015964747527,2.1671602976233474E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,220,636,12533,333,224,15,13613,741,0.18915737205125496,3.3807748615240652E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,111,315,7093,221,115,3,7634,376,0.13238642726492217,2.1464033745193923E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,270,449,10109,299,210,5,11038,615,0.1669777506152855,3.4687236748649677E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,76,292,6066,145,107,1,6541,323,0.16777762411837921,2.9594800165952152E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,113,342,6835,172,123,4,7413,401,0.17839897684858924,3.2103985592357685E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,190,486,12112,300,237,6,13025,584,0.17833006964177917,3.4894506691794639E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,169,377,7905,192,139,4,8590,441,0.15181194906953965,2.6694321215263773E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,125,219,5834,146,105,4,6283,297,0.1324253773691976,2.3833844058563161E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA SELATAN,TEBET,151,371,8348,183,166,5,9036,452,0.16232086954830932,3.227750879853779E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,265,401,12331,311,228,7,13225,554,0.19397514550888784,3.5865974516281264E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,201,619,11255,349,149,9,12224,719,0.19054955473538077,2.5226018352351607E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,193,558,10044,253,208,8,11003,677,0.16367369553172767,3.389499071146889E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,293,586,15055,354,332,9,16266,776,0.18590780553463157,4.0997270964794209E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,157,342,9433,215,199,6,10131,427,0.19839734152189459,4.1854204349472089E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,210,515,10710,314,213,8,11648,651,0.18791451731761238,3.7372354984735235E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,266,347,9170,217,173,9,9956,540,0.19822312531073691,3.7396511100062689E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,124,221,6655,166,159,5,7159,274,0.16503409795412274,3.942963422194668E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,158,406,8560,167,172,6,9296,475,0.19842833630821299,3.9871114304921304E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,292,420,10615,277,213,7,11540,598,0.15166018973596981,3.0432049377071666E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA UTARA,CILINCING,192,267,8295,237,182,8,8936,391,0.16278111385847169,3.5715687428862987E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,146,238,6345,168,108,1,6837,337,0.14982644218281424,2.5502373137500293E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA UTARA,KOJA,256,187,8832,187,178,4,9453,408,0.19148382620761425,3.8591622582603417E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,129,225,5727,227,96,4,6177,328,7.9530620747118461E-2,1.3331481738647411E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,353,345,8770,278,130,6,9598,556,0.12747463589057823,1.8895898136573738E-3
2021-06-19,2021,June,3,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,329,506,13130,289,254,9,14219,732,0.16135176651305683,3.1213517665130567E-3
2021-06-19,2021,June,3,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU SELATAN,0,1,243,2,3,0,247,1,6.6979051819184121E-2,8.2690187431091512E-4
2021-06-19,2021,June,3,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU UTARA,4,3,331,0,5,0,343,6,0.0981031416716064,1.4819205690574985E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,884,1236,15219,1013,335,21,17674,1880,0.18581283193944204,4.0901043892314264E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,570,855,9261,435,186,4,10872,1241,0.16451423800472528,3.3041408345620238E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA BARAT,KALI DERES,413,784,9046,465,186,17,10429,984,0.1576150401616922,3.2408133396058755E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,469,910,11870,596,224,10,13473,1111,0.17424108977746464,3.2881216605014385E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,424,1003,10286,541,154,6,11867,1156,0.18316179351116493,2.7422629011004665E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA BARAT,PALMERAH,383,817,8627,370,198,10,10025,986,0.16010318461881079,3.6745601662831269E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,177,342,4273,165,81,2,4873,434,0.15128876929613369,2.8678657413964029E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA BARAT,TAMBORA,393,649,6638,309,148,4,7828,875,0.15905496717304834,3.5462692289260555E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,244,355,5460,217,99,4,6158,513,0.14360484995134268,2.6038242024144552E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,176,395,4392,278,79,5,5042,474,0.13530082252549214,2.4336896583592618E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,139,402,4534,173,115,3,5190,462,0.14448233007233677,3.6646378381823396E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,402,840,10947,418,221,15,12410,970,0.16417708989471791,3.3144365457872162E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA PUSAT,MENTENG,194,209,3457,87,79,6,3939,299,0.13266050117042097,3.031582178901723E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,148,371,4461,187,99,5,5079,374,0.13491199419343131,2.9940119760479044E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA PUSAT,SENEN,196,402,4874,219,106,4,5578,479,0.14550556766277578,3.1644624891781353E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,372,366,6364,206,135,6,7237,583,0.14381270903010032,3.050709572448703E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,275,595,9128,301,156,6,10154,664,0.12777334509161661,2.1836811825473481E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,337,1118,12970,437,240,16,14665,1052,0.18813460980562807,3.4812880765883376E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,204,595,7323,230,118,3,8240,606,0.13178685190850684,2.1235625461155003E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,522,748,10556,447,221,11,12047,1009,0.16656410256410256,3.4871794871794873E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,130,552,6241,175,115,8,7038,497,0.16651103225634323,3.0682212320909262E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,172,733,7082,247,129,6,8116,703,0.17691289250830605,3.2225025605156004E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,379,924,12497,385,252,15,14052,1027,0.17735800857199624,3.5763957878005167E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,250,725,8254,349,149,10,9378,788,0.15081583803833434,2.7225054358749473E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,205,568,6012,178,110,5,6895,612,0.13008481911026484,2.3801280941665223E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA SELATAN,TEBET,257,687,8651,303,173,7,9768,732,0.16131498470948014,3.2259267546803907E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,449,719,12790,459,245,17,14203,978,0.19215167813467143,3.6807788227517201E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,356,1203,11790,535,156,7,13505,1281,0.19018889838847575,2.5164943298220709E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,360,1180,10505,461,219,11,12264,1261,0.16355540332248672,3.4096747575082906E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,506,1123,15613,558,350,18,17592,1326,0.18523835512421991,4.1525282965142489E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,300,880,9771,338,208,9,11159,1028,0.19524818160019183,4.1563424186715691E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,380,1161,11188,478,222,9,12951,1303,0.18589040640680557,3.688565447113947E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,455,756,9596,426,178,5,10985,1029,0.19705121360220132,3.6551809109203665E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,222,482,6918,263,172,13,7794,635,0.1650168165446175,4.1027598215776541E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,341,825,8920,360,181,9,10267,971,0.19717500386834369,4.0009726121267046E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,515,923,11060,445,223,10,12721,1181,0.14995796838137593,3.0235648236027878E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA UTARA,CILINCING,389,757,8620,325,193,11,9959,1023,0.16175339175470529,3.6216246645775084E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,288,548,6606,261,112,4,7554,717,0.14887767060308302,2.5241143063193003E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA UTARA,KOJA,332,689,9141,309,189,11,10351,898,0.18838100733657573,3.8949798038084246E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,211,610,5963,236,97,1,6881,704,7.8180721627858191E-2,1.2717642122928466E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,686,747,9286,516,139,9,10858,1260,0.12838734653246323,1.921800685764849E-3
2021-06-26,2021,June,4,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,554,1289,13587,457,272,18,15702,1483,0.15964421675988155,3.1959392771537341E-3
2021-06-26,2021,June,4,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU SELATAN,0,4,243,0,3,0,250,3,0.06621253405994551,8.1743869209809268E-4
2021-06-26,2021,June,4,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU UTARA,2,25,335,4,5,0,367,24,9.5116411130039755E-2,1.4196479273140261E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,1178,1963,16516,1297,370,35,20027,2353,0.19203534678216383,4.3020754607290277E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,890,1447,10117,856,190,4,12644,1772,0.16983380896424374,3.1895249286553636E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA BARAT,KALI DERES,575,1245,9774,728,194,8,11788,1359,0.16353232498996118,3.245884085129166E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,770,1699,12625,755,229,5,15323,1850,0.17507731136719779,3.1756597467792707E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,596,1722,11049,763,164,10,13531,1664,0.18514050168400945,2.7480353223076795E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA BARAT,PALMERAH,535,1434,9135,508,209,11,11313,1288,0.16181889038475164,3.7022603273577552E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,348,524,4574,301,84,3,5530,657,0.15485137788611281,2.8437944342880358E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA BARAT,TAMBORA,703,1077,7218,580,153,5,9151,1323,0.1630817894261184,3.4568459105286942E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,619,465,5749,289,102,3,6935,777,0.14504124933773999,2.5733531801094937E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,277,744,4713,321,80,1,5814,772,0.13791186281968748,2.3409609644759175E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,400,670,4802,268,119,4,5991,801,0.14577578094168361,3.6125193527822472E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,614,1390,11690,743,232,11,13926,1516,0.16723891273247496,3.3190271816881259E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA PUSAT,MENTENG,424,295,3642,185,80,1,4441,502,0.13350439882697948,2.9325513196480938E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,352,595,4777,316,101,2,5825,746,0.13736484932137105,2.9043018173452958E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA PUSAT,SENEN,353,686,5219,345,115,9,6373,795,0.14837664183772103,3.2694603968840621E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,652,560,6718,354,138,3,8068,831,0.14637760104586556,3.0068634927552019E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,438,1014,9684,556,163,7,11299,1145,0.13061775020231994,2.1985432964661453E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,475,1176,13814,844,250,10,15715,1050,0.19318658574105668,3.4962101082426649E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,343,1079,7740,417,122,4,9284,1044,0.13325528544866055,2.1004063081055025E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,630,1148,11255,699,229,8,13262,1215,0.16898384481412529,3.4382319380217405E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,247,867,6581,340,120,5,7815,777,0.16819157636475157,3.066857493355142E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,314,1111,7583,501,135,6,9143,1027,0.18025577636208043,3.2090900446895502E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,582,1282,13290,793,262,10,15416,1364,0.18080402693694306,3.564383375280593E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,328,1089,8717,463,155,6,10289,911,0.15080010379724937,2.6814289421330335E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,306,968,6405,393,111,1,7790,895,0.13257575757575757,2.2975658221559862E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA SELATAN,TEBET,453,1187,9189,538,177,4,11006,1238,0.16300067406960655,3.1397452726434172E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,696,1187,13503,713,261,16,15647,1444,0.19419556181956768,3.7536133922022635E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,508,2207,12583,793,163,7,15461,1956,0.19121356715193144,2.4769777831808648E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,541,1901,11266,761,225,6,13933,1669,0.16695564546006905,3.3343706931045214E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,779,1638,16521,908,367,17,19305,1713,0.18782828167989268,4.1724459401077784E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,516,1530,10359,588,218,10,12623,1464,0.1956300045324067,4.1169360930654181E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,601,1944,11942,754,236,14,14723,1772,0.18781159078398993,3.7115671935204842E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,737,1332,10222,626,186,8,12477,1492,0.19807390470285038,3.6041622260546049E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,386,1092,7298,380,181,9,8957,1163,0.16537128095896308,4.101425301941946E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,542,1332,9471,551,191,10,11536,1269,0.19905422446406054,4.0142917192097522E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,733,1344,11883,823,231,8,14191,1470,0.15419451112697075,2.9974696684616883E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA UTARA,CILINCING,624,860,9252,632,201,8,10937,978,0.16707297253372339,3.6296657457067015E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,425,901,7069,463,119,7,8514,960,0.15173760920428445,2.554360658552815E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA UTARA,KOJA,567,1291,9679,538,203,14,11740,1389,0.18854949935715121,3.9544940974792532E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,364,972,6345,382,101,4,7782,901,7.9308534573271333E-2,1.2624368781560921E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,1006,1234,10042,756,145,6,12427,1569,0.13188516193428068,1.9043366341834993E-3
2021-07-03,2021,July,1,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,741,2086,14530,943,285,13,17642,1940,0.16262437462925447,3.189810514063147E-3
2021-07-03,2021,July,1,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU SELATAN,0,77,243,0,3,0,323,73,6.3264774798229631E-2,7.8104660244727932E-4
2021-07-03,2021,July,1,DKI JAKARTA,KEPULAUAN SERIBU,KEP. SERIBU UTARA,7,34,354,19,5,0,400,33,9.7952407304925285E-2,1.383508577753182E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,1095,2222,19079,2563,420,50,22816,2789,0.2082405588299498,4.5841519318926003E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,708,1766,12033,1916,211,21,14718,2074,0.18832459503873542,3.302292824164645E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA BARAT,KALI DERES,554,1484,11303,1529,211,17,13552,1764,0.17896103484855683,3.3407748697731124E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,772,1821,14462,1837,247,18,17302,1979,0.18838578574406004,3.2174864526886204E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,597,2060,12804,1755,180,16,15641,2110,0.19892180775863408,2.7964640265974801E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA BARAT,PALMERAH,516,1511,10565,1430,233,24,12825,1512,0.17702154753527027,3.904024664052813E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,382,937,5309,735,94,10,6722,1192,0.16661959012020211,2.9501302451118852E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA BARAT,TAMBORA,722,1147,8770,1552,170,17,10809,1658,0.18469379159295762,3.5801533148007748E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,392,479,6770,1021,116,14,7757,822,0.1629283788987293,2.7916827108201772E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,225,1008,5426,713,92,12,6751,937,0.14898407468423944,2.5260845689181769E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,452,451,5683,881,120,1,6706,715,0.16456722555237019,3.4749370167665712E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,519,1338,13300,1610,248,16,15405,1479,0.18083182640144665,3.3719017253803587E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA PUSAT,MENTENG,124,549,4227,585,93,13,4993,552,0.14682691305707041,3.2304005001910453E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,361,729,5499,722,109,8,6698,873,0.14790209790209791,2.9316837009144702E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA PUSAT,SENEN,321,873,6092,873,127,12,7413,1040,0.16307519340418128,3.3996305913215731E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,276,856,7708,990,150,12,8990,922,0.16040955631399317,3.1216182468991925E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,353,1264,10785,1101,176,13,12578,1279,0.13901958004099046,2.2686551773031362E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,472,1970,15297,1483,272,22,18011,2296,0.19991635845629077,3.5547656076427461E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,298,1465,8801,1061,127,5,10691,1407,0.14297317932972692,2.0631284825446336E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,485,1365,12734,1479,250,21,14834,1572,0.1797013914368773,3.5279839688408454E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,201,1153,7441,860,124,4,8919,1104,0.17899066679495815,2.9827768690464736E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,282,1722,8642,1059,145,10,10791,1648,0.19012628151537819,3.1900382804593654E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,509,1740,14833,1543,285,23,17367,1951,0.18977495170225561,3.6463197758472895E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,320,1087,9918,1201,168,13,11493,1204,0.16102217748481995,2.727538396597071E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,254,1238,7424,1019,127,16,9043,1253,0.14426739214924214,2.4679362611737272E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA SELATAN,TEBET,377,1800,10560,1371,187,10,12924,1918,0.17276073619631901,3.0593047034764825E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,695,1753,15168,1665,278,17,17894,2247,0.20472122120095559,3.7521426354078092E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,396,3471,14647,2064,174,11,18688,3227,0.20125587402786557,2.3908323944049027E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,456,2836,13205,1939,243,18,16740,2807,0.18166685009905348,3.3430552498349107E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,697,2066,18517,1996,402,35,21682,2377,0.19818903789962647,4.3026404512420931E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,433,1908,12022,1663,245,27,14608,1985,0.21040288424516085,4.2878644684798206E-3
2021-07-10,2021,July,2,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,516,2087,13734,1792,274,38,16611,1888,0.20323783591807743,4.0546939741920212E-3
